"persid","hhid","age","age_group","age_group_2","sex","work_status","work_full","study_full","occupation_cat","industry_cat","SurveyPeriod","HomeSubRegion","HOMEPC","participant_wt","ses","time_base_car","distance_base_car","time_base_walking","distance_base_walking","time_base_public.transport","distance_base_public.transport","time_base_other","distance_base_other","time_base_bicycle","distance_base_bicycle","time_scen_car","distance_scen_car","time_scen_walking","distance_scen_walking","time_scen_public.transport","distance_scen_public.transport","time_scen_other","distance_scen_other","time_scen_bicycle","distance_scen_bicycle","walk_base","walk_scen","walk_base_min"
"Y18H2920405P02","Y18H2920405",29,7,27,"male","employed","Yes",NA,"Technicians and Trades Workers","Electricity, Gas, Water and Waste Services","2017-18","MELB - middle",3073,168.55,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H2920407P01","Y18H2920407",80,18,82,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - middle",3073,319.77,3,2.91666666666667,2.29,2.33333333333333,0.66,0,0,0,0,0,0,0,0,6.34083333333333,2.95,0,0,0,0,0,0,"Yes","Yes","Yes"
"Y18H2920408P01","Y18H2920408",40,10,42,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - middle",3073,115.04,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H2920408P02","Y18H2920408",39,9,37,"male","employed","Yes",NA,"Technicians and Trades Workers","Not in Work Force","2017-18","MELB - middle",3073,131.02,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H2920410P01","Y18H2920410",52,12,52,"male","employed","Yes",NA,"Machinery Operators and Drivers","Transport, Postal and Warehousing","2017-18","MELB - middle",3073,106.5,3,12.8333333333333,60.94,4.66666666666667,3.34,0,0,0,0,0,0,12.8333333333333,60.94,4.66666666666667,3.34,0,0,0,0,0,0,"Yes","Yes","Yes"
"Y18H2920410P02","Y18H2920410",49,11,47,"female","employed","Yes",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - middle",3073,116.81,3,8.16666666666667,26.57,1.16666666666667,2.12,0,0,0,0,0,0,7,22.77,7.81666666666667,5.92,0,0,0,0,0,0,"Yes","Yes","No"
"Y18H2920410P03","Y18H2920410",22,6,22,"female","employed","Yes",NA,"Professionals","Health Care and Social Assistance","2017-18","MELB - middle",3073,162.44,3,1.16666666666667,4.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13727272727273,4.93,"No","No","No"
"Y18H2920410P04","Y18H2920410",19,5,17,"female","employed","No","Full time","Sales Workers","Retail Trade","2017-18","MELB - middle",3073,125.92,3,2.91666666666667,11.09,1.16666666666667,1.13,1.75,6.26,0,0,0,0,1.75,7.29,7.81666666666667,4.93,1.75,6.26,0,0,0,0,"Yes","Yes","No"
"Y18H2920411P01","Y18H2920411",76,17,77,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - middle",3073,128.1,3,0,0,2.33333333333333,2.36,0,0,0,0,0,0,0,0,2.33333333333333,2.36,0,0,0,0,0,0,"Yes","Yes","Yes"
"Y18H2920411P02","Y18H2920411",71,16,72,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - middle",3073,124.05,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H2920413P01","Y18H2920413",60,14,62,"male","employed","No",NA,"Technicians and Trades Workers","Other Services","2017-18","MELB - middle",3073,264.79,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H2920413P02","Y18H2920413",48,11,47,"female","employed","Yes",NA,"Managers","Public Administration and Safety","2017-18","MELB - middle",3073,320.51,3,6.41666666666667,15.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0290909090909,15.76,"No","No","No"
"Y18H2920415P01","Y18H2920415",71,16,72,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - middle",3073,125.53,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H2920415P02","Y18H2920415",62,14,62,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - middle",3073,99.9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H2920415P03","Y18H2920415",33,8,32,"male","employed","Yes",NA,"Professionals","Financial and Insurance Services","2017-18","MELB - middle",3073,131.02,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H2920418P01","Y18H2920418",38,9,37,"female","employed","Yes",NA,"Professionals","Health Care and Social Assistance","2017-18","MELB - middle",3073,129.47,3,4.66666666666667,13.94,0,0,0,0,0,0,0,0,4.66666666666667,13.94,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H2920418P02","Y18H2920418",33,8,32,"female","unemployed","No",NA,"Community and Personal Service Workers","Health Care and Social Assistance","2017-18","MELB - middle",3073,129.47,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H2920419P01","Y18H2920419",38,9,37,"male","employed","Yes",NA,"Professionals","Health Care and Social Assistance","2017-18","MELB - middle",3073,133.67,3,7,33.96,0,0,0,0,0,0,0,0,7,33.96,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H2920419P02","Y18H2920419",36,9,37,"female","employed","No",NA,"Sales Workers","Electricity, Gas, Water and Waste Services","2017-18","MELB - middle",3073,129.44,3,6.88333333333333,31.4,10.5,8.64,0,0,0,0,0,0,6.88333333333333,31.4,10.5,8.64,0,0,0,0,0,0,"Yes","Yes","Yes"
"Y18H2920422P01","Y18H2920422",72,16,72,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - middle",3073,121.56,3,2.33333333333333,6.58,0,0,0,0,0,0,0,0,0,0,11.515,6.58,0,0,0,0,0,0,"No","Yes","No"
"Y18H2920422P02","Y18H2920422",57,13,57,"male","employed","Yes",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - middle",3073,104.88,3,11.2,35.5,0,0,0,0,0,0,0,0,9.45,31.33,0,0,0,0,0,0,2.65363636363636,4.17,"No","No","No"
"Y18H2920422P03","Y18H2920422",51,12,52,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - middle",3073,101.56,3,2.33333333333333,6.58,0,0,0,0,0,0,0,0,0,0,11.515,6.58,0,0,0,0,0,0,"No","Yes","No"
"Y18H2920425P01","Y18H2920425",31,8,32,"female","employed","Yes",NA,"Clerical and Administrative Workers","Public Administration and Safety","2017-18","MELB - middle",3073,129.47,3,12.25,31,0,0,0,0,0,0,0,0,12.25,31,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H2920425P02","Y18H2920425",28,7,27,"male","employed","Yes",NA,"Managers","Other Services","2017-18","MELB - middle",3073,168.6,3,15.75,113.08,0,0,0,0,0,0,0,0,15.75,113.08,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H2920431P01","Y18H2920431",62,14,62,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - middle",3073,104.75,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H2920431P02","Y18H2920431",58,13,57,"female","employed","No",NA,"Professionals","Manufacturing","2017-18","MELB - middle",3073,103.12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H2920433P01","Y18H2920433",42,10,42,"female","employed","Yes",NA,"Professionals","Public Administration and Safety","2017-18","MELB - middle",3073,117.36,3,1.98333333333333,4.55,6.76666666666667,3.58,8.16666666666667,26.12,0,0,0,0,0,0,6.76666666666667,3.58,8.16666666666667,26.12,0,0,2.89545454545455,4.55,"Yes","Yes","Yes"
"Y18H2920435P01","Y18H2920435",58,13,57,"male","employed","No",NA,"Professionals","Education and Training","2017-18","MELB - middle",3073,301.45,3,7,61.61,3.5,2.62,0,0,0,0,0,0,7,61.61,3.5,2.62,0,0,0,0,0,0,"Yes","Yes","Yes"
"Y18H2920435P02","Y18H2920435",52,12,52,"female","employed","Yes",NA,"Professionals","Education and Training","2017-18","MELB - middle",3073,286.75,3,7,61.61,7,4.88,0,0,0,0,0,0,7,61.61,7,4.88,0,0,0,0,0,0,"Yes","Yes","Yes"
"Y18H2920435P03","Y18H2920435",21,6,22,"male","unemployed","No","Full time","Not in Work Force","Not in Work Force","2017-18","MELB - middle",3073,474.23,3,9.56666666666667,56.35,0,0,0,0,0,0,0,0,9.56666666666667,56.35,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H2920438P01","Y18H2920438",48,11,47,"female","employed","No",NA,"Professionals","Manufacturing","2017-18","MELB - middle",3073,116.81,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H2920440P01","Y18H2920440",50,12,52,"male","employed","Yes",NA,"Sales Workers","Retail Trade","2017-18","MELB - middle",3073,107,3,7,19.5,0,0,0,0,0,0,0,0,7,19.5,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H2920440P02","Y18H2920440",42,10,42,"female","employed","Yes",NA,"Sales Workers","Retail Trade","2017-18","MELB - middle",3073,117.36,3,10.3833333333333,29.6,0,0,0,0,0,0,0,0,8.63333333333333,27.16,0,0,0,0,0,0,1.55272727272727,2.44,"No","No","No"
"Y18H2920440P03","Y18H2920440",18,5,17,"female","employed","No","Full time","Sales Workers","Retail Trade","2017-18","MELB - middle",3073,126.51,3,2.91666666666667,4.44,1.75,0.94,8.75,26.52,0,0,0,0,0,0,1.75,0.94,8.75,26.52,0,0,2.82545454545455,4.44,"Yes","Yes","No"
"Y18H2920442P01","Y18H2920442",40,10,42,"male","employed","Yes",NA,"Professionals","Public Administration and Safety","2017-18","MELB - middle",3073,351.05,3,0,0,0,0,0,0,0,0,14,19,0,0,0,0,0,0,0,0,14,19,"No","No","No"
"Y18H2920442P02","Y18H2920442",40,10,42,"female","employed","No",NA,"Professionals","Retail Trade","2017-18","MELB - middle",3073,333.93,3,12.25,72.91,0,0,0,0,0,0,0,0,12.25,72.91,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H2920501P01","Y18H2920501",57,13,57,"male","employed","Yes",NA,"Machinery Operators and Drivers","Manufacturing","2017-18","MELB - outer",3020,92.73,1,0,0,5.83333333333333,4.68,0,0,0,0,5.83333333333333,15.3,0,0,5.83333333333333,4.68,0,0,0,0,5.83333333333333,15.3,"Yes","Yes","Yes"
"Y18H2920503P01","Y18H2920503",76,17,77,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3020,112.69,1,0,0,2.33333333333333,1.36,0,0,0,0,0,0,0,0,2.33333333333333,1.36,0,0,0,0,0,0,"Yes","Yes","Yes"
"Y18H2920504P01","Y18H2920504",71,16,72,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3020,113.26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H2920504P02","Y18H2920504",65,15,67,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3020,90.14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H2920505P01","Y18H2920505",49,11,47,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3020,103.77,1,9.33333333333333,18.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8490909090909,18.62,"No","No","No"
"Y18H2920505P03","Y18H2920505",22,6,22,"male","employed","Yes",NA,"Machinery Operators and Drivers","Transport, Postal and Warehousing","2017-18","MELB - outer",3020,149.02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H2920509P01","Y18H2920509",91,19,92,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3020,108.16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H2920510P01","Y18H2920510",71,16,72,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3020,112.69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H2920510P02","Y18H2920510",70,16,72,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3020,109.13,1,2.33333333333333,6.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92636363636364,6.17,"No","No","No"
"Y18H2920511P01","Y18H2920511",69,15,67,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3020,90.14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H2920512P01","Y18H2920512",92,19,92,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3020,113.23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H2920513P01","Y18H2920513",52,12,52,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3020,244.71,1,8.16666666666667,17.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3272727272727,17.8,"No","No","No"
"Y18H2920513P02","Y18H2920513",51,12,52,"female","employed","Yes",NA,"Labourers","Manufacturing","2017-18","MELB - outer",3020,232.77,1,12.25,38.93,0,0,0,0,0,0,0,0,12.25,38.93,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H2920513P03","Y18H2920513",32,8,32,"male","unemployed","No","Full time","Sales Workers","Retail Trade","2017-18","MELB - outer",3020,348.54,1,4.66666666666667,15.89,0,0,0,0,0,0,0,0,4.66666666666667,15.89,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H2920513P04","Y18H2920513",22,6,22,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3020,384.96,1,3.73333333333333,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.66363636363636,8.9,"No","No","No"
"Y18H2920514P01","Y18H2920514",61,14,62,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3020,233.32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H2920514P02","Y18H2920514",55,13,57,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3020,242.52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H2920514P03","Y18H2920514",29,7,27,"male","unemployed","No",NA,"Professionals","Transport, Postal and Warehousing","2017-18","MELB - outer",3020,401.08,1,5.25,6.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.02818181818182,6.33,"No","No","No"
"Y18H2920514P04","Y18H2920514",23,6,22,"female","employed","No",NA,"Community and Personal Service Workers","Health Care and Social Assistance","2017-18","MELB - outer",3020,381.53,1,5.25,6.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.02818181818182,6.33,"No","No","No"
"Y18H2920515P01","Y18H2920515",33,8,32,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3020,112.18,1,0,0,4.78333333333333,2.42,3.85,5.85,0,0,0,0,0,0,4.78333333333333,2.42,3.85,5.85,0,0,0,0,"Yes","Yes","Yes"
"Y18H2920515P02","Y18H2920515",19,5,17,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3020,113.23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H2920516P01","Y18H2920516",44,10,42,"male","employed","Yes",NA,"Technicians and Trades Workers","Construction","2017-18","MELB - outer",3020,105.71,1,4.08333333333333,24.16,0,0,0,0,0,0,0,0,4.08333333333333,24.16,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H2920516P02","Y18H2920516",42,10,42,"female","employed","Yes",NA,"Managers","Retail Trade","2017-18","MELB - outer",3020,102.36,1,5.25,27.05,0,0,0,0,0,0,0,0,4.08333333333333,23.55,0,0,0,0,0,0,2.22727272727273,3.5,"No","No","No"
"Y18H2920516P03","Y18H2920516",18,5,17,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3020,110.34,1,1.75,7.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49909090909091,7.07,"No","No","No"
"Y18H2920518P01","Y18H2920518",32,8,32,"female","employed","Yes",NA,"Professionals","Education and Training","2017-18","MELB - outer",3020,114.48,1,1.28333333333333,3.68,1.51666666666667,0.72,9.1,36.85,0,0,0,0,0,0,7.95666666666667,4.4,9.1,36.85,0,0,0,0,"Yes","Yes","No"
"Y18H2920518P02","Y18H2920518",32,8,32,"male","employed","Yes",NA,"Technicians and Trades Workers","Construction","2017-18","MELB - outer",3020,118.22,1,0,0,0,0,0,0,14,36.4,0,0,0,0,0,0,0,0,14,36.4,0,0,"No","No","No"
"Y18H2920522P01","Y18H2920522",47,11,47,"male","employed","Yes",NA,"Machinery Operators and Drivers","Transport, Postal and Warehousing","2017-18","MELB - outer",3020,105.04,1,7.58333333333333,22,3.15,1.56,0,0,0,0,0,0,5.01666666666667,21.24,4.48,2.32,0,0,0,0,0,0,"Yes","Yes","Yes"
"Y18H2920522P02","Y18H2920522",43,10,42,"female","employed","No",NA,"Community and Personal Service Workers","Education and Training","2017-18","MELB - outer",3020,101.71,1,0,0,8.4,4.56,4.08333333333333,5.48,0,0,0,0,0,0,8.4,4.56,4.08333333333333,5.48,0,0,0,0,"Yes","Yes","Yes"
"Y18H2920525P01","Y18H2920525",53,12,52,"female","employed","Yes",NA,"Professionals","Arts and Recreation Services","2017-18","MELB - outer",3020,91.64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H2920525P02","Y18H2920525",50,12,52,"male","employed","Yes",NA,"Machinery Operators and Drivers","Public Administration and Safety","2017-18","MELB - outer",3020,94.63,1,5.83333333333333,18.23,0,0,0,0,0,0,0,0,5.83333333333333,18.23,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H2920529P01","Y18H2920529",56,13,57,"male","employed","Yes",NA,"Sales Workers","Retail Trade","2017-18","MELB - outer",3020,92.73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H2920529P02","Y18H2920529",57,13,57,"female","employed","Yes",NA,"Labourers","Transport, Postal and Warehousing","2017-18","MELB - outer",3020,89.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H2920529P03","Y18H2920529",29,7,27,"female","employed","No",NA,"Sales Workers","Retail Trade","2017-18","MELB - outer",3020,141.45,1,7.11666666666667,20.59,2.33333333333333,0.88,0,0,0,0,0,0,7.11666666666667,20.59,2.33333333333333,0.88,0,0,0,0,0,0,"Yes","Yes","Yes"
"Y18H2920531P01","Y18H2920531",78,17,77,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3020,112.69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H2920531P02","Y18H2920531",76,17,77,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3020,109.13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H2920537P01","Y18H2920537",31,8,32,"male","employed","Yes",NA,"Labourers","Retail Trade","2017-18","MELB - outer",3020,116.59,1,3.5,11.92,0,0,0,0,0,0,0,0,3.5,11.92,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H2920537P02","Y18H2920537",31,8,32,"female","employed","Yes",NA,"Machinery Operators and Drivers","Manufacturing","2017-18","MELB - outer",3020,112.9,1,7,38.72,0,0,0,0,0,0,0,0,7,38.72,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H2920537P03","Y18H2920537",30,8,32,"male","employed","Yes",NA,"Labourers","Transport, Postal and Warehousing","2017-18","MELB - outer",3020,116.59,1,4.66666666666667,22.47,0,0,0,0,0,0,0,0,4.66666666666667,22.47,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H2920537P04","Y18H2920537",27,7,27,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3020,142.36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H2930102P01","Y18H2930102",39,9,37,"male","employed","Yes",NA,"Machinery Operators and Drivers","Manufacturing","2017-18","MELB - outer",3174,115.86,1,5.25,17.98,0,0,0,0,0,0,0,0,2.33333333333333,11.84,0,0,0,0,0,0,3.90727272727273,6.14,"No","No","No"
"Y18H2930102P02","Y18H2930102",34,8,32,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3174,112.19,1,2.33333333333333,3.47,0,0,0,0,0,0,0,0,0,0,0.7,0.4,0,0,0,0,1.95363636363636,3.07,"No","Yes","No"
"Y18H2930104P01","Y18H2930104",55,13,57,"female","employed","No",NA,"Labourers","Manufacturing","2017-18","MELB - outer",3174,91.06,1,5.95,26.93,0,0,0,0,0,0,0,0,4.43333333333333,22.95,0,0,0,0,0,0,2.53272727272727,3.98,"No","No","No"
"Y18H2930104P02","Y18H2930104",56,13,57,"male","employed","No",NA,"Labourers","Manufacturing","2017-18","MELB - outer",3174,94.04,1,7.58333333333333,36.83,0,0,0,0,0,0,0,0,7,36.68,0.2625,0.15,0,0,0,0,0,0,"No","Yes","No"
"Y18H2930105P01","Y18H2930105",37,9,37,"female","employed","Yes",NA,"Labourers","Manufacturing","2017-18","MELB - outer",3174,113.73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H2930105P02","Y18H2930105",20,6,22,"female","employed","No",NA,"Labourers","Manufacturing","2017-18","MELB - outer",3174,143.4,1,0,0,5.36666666666667,0.9,7.7,31.35,0,0,0,0,0,0,5.36666666666667,0.9,7.7,31.35,0,0,0,0,"Yes","Yes","Yes"
"Y18H2930106P01","Y18H2930106",80,18,82,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3174,266.11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H2930106P02","Y18H2930106",78,17,77,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3174,253.14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H2930109P01","Y18H2930109",58,13,57,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3174,92.74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H2930110P01","Y18H2930110",77,17,77,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3174,111.99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H2930110P02","Y18H2930110",63,14,62,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3174,89.13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H2930114P01","Y18H2930114",82,18,82,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3174,277.26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H2930114P02","Y18H2930114",77,17,77,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3174,263.74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H2930116P01","Y18H2930116",32,8,32,"male","employed","Yes",NA,"Professionals","Information Media and Telecommunications","2017-18","MELB - outer",3174,115.86,1,0,0,9.8,4.3,8.28333333333333,56.56,0,0,0,0,0,0,9.8,4.3,8.28333333333333,56.56,0,0,0,0,"Yes","Yes","Yes"
"Y18H2930116P02","Y18H2930116",18,5,17,"female","employed","No","Full time","Clerical and Administrative Workers","Information Media and Telecommunications","2017-18","MELB - outer",3174,109.65,1,0,0,1.51666666666667,0.32,5.71666666666667,28.88,0,0,0,0,0,0,1.51666666666667,0.32,5.71666666666667,28.88,0,0,0,0,"Yes","Yes","No"
"Y18H2930116P03","Y18H2930116",19,5,17,"female","unemployed","No","Full time","Not in Work Force","Not in Work Force","2017-18","MELB - outer",3174,109.65,1,0,0,0.583333333333333,0.32,5.25,28.88,0,0,0,0,0,0,0.583333333333333,0.32,5.25,28.88,0,0,0,0,"Yes","Yes","No"
"Y18H2930119P01","Y18H2930119",31,8,32,"male","employed","Yes",NA,"Community and Personal Service Workers","Retail Trade","2017-18","MELB - outer",3174,117.45,1,9.33333333333333,62.11,0,0,0,0,0,0,0,0,9.33333333333333,62.11,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H2930119P02","Y18H2930119",18,5,17,"female","employed","Yes",NA,"Professionals","Education and Training","2017-18","MELB - outer",3174,111.16,1,1.16666666666667,1.56,0,0,0,0,0,0,0,0,0,0,2.73,1.56,0,0,0,0,0,0,"No","Yes","No"
